n_estimators,max_depth,learning_rate,subsample,colsample_bytree,reg_alpha,reg_lambda,mean_directional_accuracy,mean_rmse,mean_r2,selection_score
100,3,0.03,0.6,0.7,2.0,2.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
100,3,0.03,0.6,0.7,2.0,5.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
100,3,0.03,0.6,0.7,2.0,10.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
100,3,0.03,0.7,0.6,2.0,2.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
100,3,0.03,0.7,0.6,2.0,5.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
100,3,0.03,0.7,0.6,2.0,10.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
100,3,0.03,0.7,0.7,2.0,2.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
100,3,0.03,0.7,0.7,2.0,5.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
100,3,0.03,0.7,0.7,2.0,10.0,0.4907407407407407,0.04456317581025438,-0.1540962624516164,0.48851258195022795
50,2,0.03,0.7,0.6,1.0,10.0,0.4907407407407407,0.04456034992132424,-0.15410329124167482,0.4885127232446745
50,2,0.03,0.7,0.6,1.0,5.0,0.4907407407407407,0.04456028768405221,-0.1541108562806425,0.4885127263565381
50,2,0.03,0.7,0.6,1.0,2.0,0.4907407407407407,0.044560259549463015,-0.15411662632613346,0.48851272776326754
50,3,0.01,0.6,0.6,1.0,10.0,0.4907407407407407,0.044564768455667814,-0.15412243276671067,0.4885125023179573
50,3,0.01,0.6,0.6,1.0,5.0,0.4907407407407407,0.044564858953550876,-0.1541227758035897,0.48851249779306316
50,2,0.01,0.6,0.6,1.0,10.0,0.4907407407407407,0.04456428506777664,-0.15413827852103879,0.4885125264873519
50,2,0.01,0.6,0.6,1.0,5.0,0.4907407407407407,0.04456433985347771,-0.15413885579373737,0.4885125237480668
50,2,0.01,0.6,0.6,1.0,2.0,0.4907407407407407,0.04456437576569797,-0.15413916690160392,0.4885125219524558
50,2,0.01,0.7,0.6,1.0,10.0,0.4907407407407407,0.04456311920999535,-0.15417223033661748,0.48851258478024095
50,2,0.01,0.7,0.6,1.0,5.0,0.4907407407407407,0.04456314145368635,-0.1541783760483109,0.4885125836680564
50,2,0.01,0.7,0.6,1.0,2.0,0.4907407407407407,0.0445631596779201,-0.15418263086460648,0.48851258275684467
50,3,0.03,0.6,0.6,1.0,10.0,0.4907407407407407,0.044567927392043544,-0.15419142210453657,0.4885123443711385
50,3,0.03,0.6,0.6,1.0,2.0,0.4907407407407407,0.04456834687353551,-0.15419183332058806,0.4885123233970639
50,3,0.03,0.6,0.6,1.0,5.0,0.4907407407407407,0.04456832548425836,-0.1542053391517184,0.48851232446652776
50,2,0.01,0.6,0.7,1.0,10.0,0.4907407407407407,0.04456580005715509,-0.15421596159985373,0.48851245073788296
50,2,0.01,0.6,0.7,1.0,5.0,0.4907407407407407,0.044565985293267794,-0.15422411724542295,0.4885124414760773
50,2,0.01,0.6,0.7,1.0,2.0,0.4907407407407407,0.04456611244363055,-0.1542298520054039,0.4885124351185592
50,2,0.03,0.6,0.6,1.0,10.0,0.4907407407407407,0.04456680340657037,-0.1542496792874167,0.4885124005704122
50,2,0.03,0.6,0.6,1.0,5.0,0.4907407407407407,0.044567034581425885,-0.15425748227219774,0.4885123890116694
50,2,0.03,0.6,0.6,1.0,2.0,0.4907407407407407,0.044567160181712015,-0.15425990296987957,0.4885123827316551
50,3,0.01,0.6,0.7,1.0,5.0,0.4907407407407407,0.04456818313624182,-0.15426691580455976,0.4885123315839286
50,3,0.01,0.6,0.7,1.0,2.0,0.4907407407407407,0.044568420021940516,-0.15427323396462747,0.48851231973964365
50,3,0.01,0.6,0.7,1.0,10.0,0.4907407407407407,0.04456977341457649,-0.15438601258545992,0.48851225207001187
50,3,0.01,0.7,0.6,1.0,5.0,0.4907407407407407,0.04456743020792975,-0.15446380635859994,0.4885123692303442
50,3,0.01,0.7,0.6,1.0,10.0,0.4907407407407407,0.04456741367189647,-0.15446438817296904,0.4885123700571459
