date,spx_return,ndx_return,gold_return,eurusd_return,gbpusd_return,spx_vol_3m,ndx_vol_3m,vix_level,us2y_yield,us10y_yield,yield_spread,us_cpi_yoy,high_yield_spread,vix_spike,spx_drawdown,ndx_drawdown,ecb_level,ecb_yoy,dxy_return,qqq_return,btc_return
2016-04-01,0.0026957330678163125,-0.03226360442575868,0.047578629517142555,0.005721235373385791,0.01686268857016079,0.037467665073317544,0.05266286435111938,15.7,0.77,1.83,1.06,0.011726257503534843,6.21,0,-0.019972572708421173,-0.06929130819743125,2015.0,0.0004965243296921606,-0.016092365403541507,-0.03238713036319714,0.08385665326245241
2016-05-01,0.015208413737977483,0.04120061124720067,-0.06163535648406316,-0.028049322926852964,-0.00855801784185576,0.03233804708264812,0.0507354555307604,14.19,0.87,1.84,0.9700000000000001,0.010784764621246223,5.97,0,-0.0049539952263226335,-0.030144645418275568,2015.0,0.0004965243296921606,0.029742336694539025,0.04277267529043255,0.17087259593740434
2016-06-01,0.0009104321367895639,-0.023755255013750344,0.08374740972775971,-0.002392862139916385,-0.08630120582861524,0.007790878799763728,0.04018425802033739,15.63,0.58,1.49,0.91,0.010792865347959424,6.21,0,-0.004047660850625535,-0.05291231018906603,2015.0,0.0004965243296921606,0.002603761316776516,-0.023043684351196796,0.17851517972950162
2016-07-01,0.03499043894376667,0.06835462845108783,0.022595563591793218,0.006830560209679982,-0.0035584274937579016,0.01711338493243414,0.04733010994410335,11.87,0.67,1.46,0.7899999999999999,0.008683633430518256,5.69,0,0.0,0.0,2015.0,0.0004965243296921606,-0.006365134613544816,0.06906712750723858,0.02966607999115729
2016-08-01,-0.001219919360414707,0.008594675320313742,-0.03252410851951544,-0.0019071416124752372,-0.007649626961446549,0.020319019456256714,0.04672972041915978,13.42,0.8,1.58,0.78,0.010553158595656864,5.1,0,-0.0012191755612808663,0.0,2015.0,0.0004965243296921606,0.00511614663831946,0.010445818701092032,-0.12854122052555703
2016-09-01,-0.0012352452011046586,0.021695181450608145,0.006617321259089535,0.006725911979988332,-0.0135620752689383,0.020910485707584452,0.03141119559820622,13.29,0.77,1.6,0.8300000000000001,0.015486446201652182,4.97,0,-0.0024521531100478136,0.0,2015.0,0.0004965243296921606,-0.005849166154959273,0.021894184690063642,0.048943030571592966
2016-10-01,-0.019616782104688858,-0.015383217634198377,-0.03154183837307794,-0.023490650338164498,-0.05761956796800681,0.010617012233917094,0.01880323682286264,17.06,0.86,1.84,0.9800000000000001,0.01685924966243646,4.91,0,-0.021830143540669773,-0.01526550033841282,2015.0,0.0004965243296921606,0.03084147210002676,-0.014679441459786708,0.136278505578826
2016-11-01,0.033603472465471074,0.0019850028573394573,-0.08440995533773006,-0.0348687080537163,0.022224034799424336,0.027030885557394718,0.018551522407937504,13.33,1.11,2.37,1.26,0.016843334719788938,4.67,0,0.0,-0.013308858215230516,2015.0,0.0004965243296921606,0.030510024394755687,0.0043498643047189785,0.05208174605971073
2016-12-01,0.018037103051757427,0.010917547503428302,-0.01928440343420254,-0.006779943779080725,-0.015220748846969246,0.02736336486561203,0.013373952817083685,14.04,1.2,2.45,1.2500000000000002,0.020507989115119862,4.22,0,0.0,-0.002477592961010712,2016.0,0.0004962779156327812,0.008730247143836736,0.01125875436857909,0.2788235195457555
2017-01-01,0.01772629809300964,0.05074036398896179,0.050571431001330186,0.025478368216335357,0.020672612313195025,0.009078299423167692,0.025957440506110516,11.99,1.19,2.45,1.2600000000000002,0.025103933482571117,4.0,0,0.0,0.0,2016.0,0.0004962779156327812,-0.028530882531112613,0.05012366077968735,-0.048117383151333314
2017-02-01,0.036523097609435645,0.040886017236380946,0.03113079200055197,-0.020880789720487836,-0.016332454242744706,0.010763737474886043,0.020740757141818313,12.92,1.22,2.36,1.14,0.028103616813294208,3.74,0,0.0,0.0,2016.0,0.0004962779156327812,0.016049794465591283,0.042820552406943935,0.25612771258609845
2017-03-01,-0.0003893059401398051,0.019676408078983472,-0.0012659243738518313,0.008907276939113288,0.012246345688086689,0.018457249331691128,0.015874114291861995,12.37,1.27,2.4,1.13,0.0244119623655914,3.92,0,-0.00038923017041515325,0.0,2016.0,0.0004962779156327812,-0.007643897523379899,0.020065948281586685,-0.13909160703959894
